file,subject,weight,epoch,mean_pre,var_pre,rms_pre,skew_pre,kurt_pre,hj_mob_pre,hj_comp_pre,mean_post,var_post,rms_post,skew_post,kurt_post,hj_mob_post,hj_comp_post,pre_delta,pre_theta,pre_alpha,pre_beta,pre_lowgamma,post_delta,post_theta,post_alpha,post_beta,post_lowgamma
Alok_0kg.vhdr,Alok,0,1,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
Alok_0kg.vhdr,Alok,0,2,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
Alok_0kg.vhdr,Alok,0,3,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
Alok_0kg.vhdr,Alok,0,4,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
Alok_0kg.vhdr,Alok,0,5,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
Alok_0kg.vhdr,Alok,0,6,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
Alok_0kg.vhdr,Alok,0,7,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
Alok_0kg.vhdr,Alok,0,8,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
Alok_0kg.vhdr,Alok,0,9,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
Alok_0kg.vhdr,Alok,0,10,1.9650643278913e-08,273.258543804551,16.5300181256617,0.524777351257044,5.07772969930377,0.512093472482962,1.30107461643643,-0.0277707585569287,196.210824796182,14.0071180944569,0.249230392982555,3.66828969899919,0.627146970350992,1.30339628413025,57.7036509992166,2.13092270883451,2.3537305980687,10.9386738406316,7.76297606566196,60.4590360315768,4.1048680039706,2.26006575961422,11.0156155952493,7.75969615213094
